COMM,RESP,PROB,GROW,STRE,ADAP,label
2.6358104039232013,3.36840725701373,4.597230855279257,4.51017068489219,2.8980280342801477,2.9329097531502795,연구원(R&D)
3.4735539886557247,1.672295883123542,4.864747502967107,5.0,3.852783408071582,1.9855800717878418,연구원(R&D)
2.2911764761249254,4.151536681560361,4.827426954822247,5.0,4.3416802670031736,3.3583256111055944,연구원(R&D)
2.4710707217006673,4.594520509071774,4.9973867290750436,4.0308418673755035,3.009754009167295,4.968365824475562,연구원(R&D)
2.6875238467859206,4.059442682175074,4.537597700408923,4.668282325969784,3.298892124760372,3.6551852378420064,연구원(R&D)
1.7385319738140217,2.664906680953465,5.0,4.797906326323639,1.978027907501573,2.893720243494581,연구원(R&D)
3.4127846122120187,2.6838149251218377,4.796470717533681,5.0,1.863897760244064,3.254671223830667,연구원(R&D)
1.9094250588074932,2.535723729607857,5.0,5.0,2.7953524421589395,2.463676431409147,연구원(R&D)
3.440038820818126,3.366491485895517,3.755835175799758,5.0,3.7738075423199353,2.549348041335027,연구원(R&D)
3.642691608843277,4.335108789708268,4.896554663473003,5.0,1.290909373376099,3.621822886093241,연구원(R&D)
3.508290743748482,2.541237921751732,5.0,5.0,3.224998070016958,2.820868977553293,연구원(R&D)
3.28541731727585,2.1717810721716373,5.0,4.726606789042985,2.990403019767355,3.3057505233423163,연구원(R&D)
4.378648352089915,2.241138389944061,4.0627483545169545,5.0,3.359075615141593,4.196493977147623,연구원(R&D)
3.69934335358977,3.600241285931409,4.577366113532048,5.0,1.4994307236866538,3.8863659338692362,연구원(R&D)
3.7074791757539423,2.58001728523446,5.0,5.0,2.930146426087698,3.854193562944721,연구원(R&D)
3.442970781777661,2.709720852537203,5.0,4.740198289409047,3.5743492254428078,3.2982851701803755,연구원(R&D)
3.895045576371727,3.1026201477193482,5.0,4.377126423120656,2.6154878664718653,2.7670286047450054,연구원(R&D)
1.0702143429885163,3.556518134568388,5.0,5.0,3.954049330325722,3.6350577975658402,연구원(R&D)
2.963594583851904,3.2477617902961176,4.096216913811354,5.0,4.800976722133101,2.9632531663414317,연구원(R&D)
3.404980301607772,3.537039631354525,3.5499790140721497,5.0,2.136380299571842,3.5272341297923298,연구원(R&D)
3.0487448660090566,1.959584372122115,4.499645984526344,5.0,3.268573648280191,4.291131147331155,연구원(R&D)
2.521394395096039,1.854074287412464,4.617106992642952,5.0,2.4212527373579347,3.9827061192482143,연구원(R&D)
2.9133123361887785,3.3481874229535538,5.0,5.0,3.932065349924925,3.6969579669040136,연구원(R&D)
2.487161556718174,2.0953801004998285,4.204402959667541,4.591498960517212,3.014687552357776,2.9800948300195595,연구원(R&D)
2.3455271224318595,2.1419393250056222,5.0,5.0,1.819158635426982,3.039263976640057,연구원(R&D)
3.289469065927068,2.4831199212085,5.0,5.0,2.8811699398332933,2.733305048364054,연구원(R&D)
2.5031606442931125,4.441758811419726,4.807542431309969,4.21115450908194,2.646501049322378,3.0856474905042335,연구원(R&D)
3.3057198068256026,3.2239368576542047,2.720452619038572,5.0,2.8548443628951565,3.1441245555482014,연구원(R&D)
3.429769986265885,1.455916954700046,5.0,5.0,3.8861129210383374,3.8844382071478782,연구원(R&D)
3.057550951098746,3.5643813138472966,5.0,4.475753298365207,3.1269242735976834,2.1893500260795524,연구원(R&D)
2.6053439079276646,2.231424131264874,4.601871809503319,3.9033490398606006,5.0,1.518539103264015,연구원(R&D)
2.374515635787236,3.223289609890529,5.0,5.0,3.490944661684581,2.681156089697804,연구원(R&D)
2.0906347144817374,3.477714305603637,4.457980568638769,5.0,2.6076295122666844,2.717714355946966,연구원(R&D)
2.446930614529,3.589700460563558,4.902839657426914,5.0,1.6689704471274889,3.0917977050918184,연구원(R&D)
3.656293645408124,3.7610556414183933,5.0,5.0,3.0342355347885164,2.6553573306821674,연구원(R&D)
2.30907685858044,3.7449354531980306,4.905045334901315,5.0,3.8624277457357987,2.8618750710913217,연구원(R&D)
2.91535058594944,3.8564556398242598,5.0,4.855775010693291,3.1029931822425803,3.107937364113923,연구원(R&D)
3.189870579592338,2.7810332579542485,5.0,5.0,3.767952425451547,3.8848652341054133,연구원(R&D)
3.579809354561283,3.2110653853071756,5.0,4.556760512390519,2.619421920174663,3.4780021992768178,연구원(R&D)
2.732094739487082,2.612219796688238,5.0,5.0,3.9676734685634916,2.8352491686863615,연구원(R&D)
3.432692007876281,4.038219807237883,5.0,5.0,2.56652021571502,2.9095175688253314,연구원(R&D)
2.6217689073604715,2.553739192739637,5.0,5.0,2.118906521565343,3.101956921947102,연구원(R&D)
4.209414366170623,3.8771053567964175,4.859675093726898,4.924814050401774,3.0009322058076764,2.560996725705788,연구원(R&D)
3.062192062773191,3.2662716535567218,5.0,4.482576869006745,3.709980145208228,2.60817751847695,연구원(R&D)
3.804973151740411,3.009807956736137,4.378188096118608,4.569142652940932,1.8796231096686786,3.5494072699866397,연구원(R&D)
2.7980770397868775,1.9111171953166102,5.0,5.0,2.66727278827428,2.871715791619791,연구원(R&D)
2.0352354723091137,2.594352507470318,4.7058568946174395,5.0,2.3549981021097732,1.541261638956349,연구원(R&D)
3.8272282409647094,3.2638413566463274,5.0,5.0,2.5348423431952227,2.2558912843312275,연구원(R&D)
3.085477980205753,1.6596615244081532,5.0,5.0,3.5058002344524373,2.9417190382058886,연구원(R&D)
2.058524515686397,2.6407000940324723,3.8154208188727017,4.439101860493418,1.9784419908668693,1.7439819877381104,연구원(R&D)
3.8843713261264656,3.024501049939652,4.079340893942879,4.126668857765291,2.9930964544340055,2.7418103288291267,연구원(R&D)
1.8295061097782217,2.6978626191717945,5.0,4.170139526445648,2.9631126047156724,2.842615379505417,연구원(R&D)
3.714860107677179,2.666653036840375,5.0,5.0,2.993055271112541,4.295927082429865,연구원(R&D)
2.240907459692596,3.3951109066553746,4.398259420615723,4.7233989104603875,4.240817447962396,3.669906488008825,연구원(R&D)
2.8789180715944975,2.971367527905859,5.0,5.0,3.515642643536928,2.9485339764704874,연구원(R&D)
4.946832761055238,3.0957089554763897,4.05357118455914,5.0,2.9542861229455046,4.07083452852594,연구원(R&D)
2.4493107291880096,2.6961327332847134,4.721231584660916,5.0,1.956770876800767,3.1915992162628033,연구원(R&D)
2.1192843012554263,1.9749847272314036,4.478103365216526,4.332890986439748,3.368608055820744,4.380756633524234,연구원(R&D)
3.44856128028942,2.63861130561656,5.0,5.0,2.3123508044498573,2.617547730922291,연구원(R&D)
2.8679746559240273,2.4427041337271405,4.760336290902175,5.0,2.483876814226942,3.5675861142393415,연구원(R&D)
3.8226249591829458,2.455074440775371,3.704556439868386,5.0,1.9507951663490288,2.731503882266948,연구원(R&D)
2.6002178561085345,3.0245269403571706,4.436065939213587,5.0,2.8442324114549815,3.5711719135875866,연구원(R&D)
2.7324980365920206,2.8675387240422974,4.895733806090426,4.93880252987198,3.0826477431065538,2.5220896444781444,연구원(R&D)
3.790781807808945,2.8422065957372604,5.0,5.0,3.277187425281058,2.7590881153830167,연구원(R&D)
2.6128218400985475,2.010957936880784,4.268418935711304,4.9617959401863505,1.7953788581572276,2.4984583026032197,연구원(R&D)
2.8735709579975914,4.793758138496951,5.0,5.0,2.4883266924369565,3.5074214692131127,연구원(R&D)
2.9486164077374823,1.5663896135956306,5.0,5.0,2.427021660093814,3.7165066214781346,연구원(R&D)
3.36038613340734,3.289808435508678,4.543104358845995,3.7736667504466723,3.6378712501146024,1.8217911338237835,연구원(R&D)
3.793228966629618,3.106211170748394,4.587582544944354,4.923519021138587,2.4137942244613724,3.646825505149468,연구원(R&D)
2.461830277424461,2.5783878137519154,4.771009354557497,3.4862409269662438,3.5743810020548565,1.3190023208637023,연구원(R&D)
2.671943462114844,2.7892011878517615,5.0,4.619033000893381,3.1171854331134274,3.0570830634216355,연구원(R&D)
3.842203031581717,3.7519857683721254,5.0,5.0,2.53661894559592,1.6320302664080673,연구원(R&D)
3.456935214445206,2.467532742858327,5.0,4.140789110972917,2.7237791540459573,3.6971556236531127,연구원(R&D)
2.8498067750783105,2.852833802226323,3.694899542646547,4.368327313163568,3.2531014669020624,2.9411438830083583,연구원(R&D)
1.5585396484265635,2.6049693007933503,5.0,4.461967635614744,2.310681591409475,3.258380915478093,연구원(R&D)
2.660202188477842,2.0943608674532648,4.73949997007782,4.670065207481333,2.7066975046886266,2.2260002582516987,연구원(R&D)
4.1504231900110495,3.690035673224482,4.184868994106269,3.6762547200111646,4.027034091722538,2.733971950311478,연구원(R&D)
2.2492461306048486,1.7642509303047003,5.0,4.845983405618121,2.2231526248060836,2.3352667381062027,연구원(R&D)
2.744627475998974,3.54541062069514,5.0,3.503823264128091,4.197773022157757,4.023707423890757,연구원(R&D)
2.092217159434414,3.4678957986572723,5.0,5.0,3.682432782607667,1.800102333289559,연구원(R&D)
3.230129696113407,2.562024808242624,4.827080585260352,5.0,3.421279415737996,2.2952046464948808,연구원(R&D)
2.692700795891548,3.370792608206189,4.764889996274146,5.0,2.3479129610807408,2.4282973777376298,연구원(R&D)
2.4123650526084877,3.1176571355578533,4.748658023894507,4.037923693254756,1.7281025848834093,2.5617424792559955,연구원(R&D)
2.692090163588002,2.889390253440942,5.0,3.873515128479263,3.0137736103240713,2.8770492025448724,연구원(R&D)
3.6219721148087274,3.013527186202933,3.919186943687527,5.0,2.751817008738679,3.3385647565861385,연구원(R&D)
3.8286375635473435,2.201551883121182,5.0,4.4387088360777,2.5077817505211795,2.699955562980131,연구원(R&D)
3.405995566430223,2.6709056197224084,5.0,5.0,3.361224523638408,2.8132501570210557,연구원(R&D)
4.994765934351481,2.908109913310389,4.2697236533016065,5.0,2.8186438375847342,3.0948557097002225,연구원(R&D)
3.6769756876879893,3.8181499968526946,5.0,5.0,2.136724475703301,2.798810343829585,연구원(R&D)
3.031335834174831,3.319888548143376,5.0,3.7906714234037246,3.6479447119187993,1.9672501230813242,연구원(R&D)
2.375532842316903,3.906200130249749,5.0,3.600233273069388,3.577963438964942,3.0634180769889037,연구원(R&D)
1.8994909677901914,2.5246600772636665,4.966491493009659,4.485783319734673,3.0601734830118366,2.9183269453209886,연구원(R&D)
1.7572482592282483,3.4344798449963028,5.0,5.0,4.133392068012452,3.1792440295277538,연구원(R&D)
2.1314041497188505,4.209503805843194,4.618581203452686,5.0,3.9061403439407654,4.212695098341122,연구원(R&D)
4.14328281822875,2.759421237286909,4.66862012974234,4.431897743592146,2.687360079678018,3.5560206985996023,연구원(R&D)
3.5594196297877927,2.2317763226986216,3.97067988260377,4.371675658284273,3.5979424659555748,3.9579323990752235,연구원(R&D)
4.298419543944136,2.0439293074303473,5.0,4.672406451855231,2.603116260985151,2.908510805021704,연구원(R&D)
3.677208988617302,3.0498303351717717,5.0,5.0,3.1744545187787807,4.006916242072086,연구원(R&D)
3.5300411710032362,3.4139754237720283,4.151309686160749,5.0,2.051447046979627,3.135713506156136,연구원(R&D)
2.4309500450274912,2.6720398101473046,5.0,5.0,2.4190822399308205,2.303424823006282,연구원(R&D)
3.5412704131536117,3.9068155673905434,5.0,4.541108050688004,3.349278485403943,2.4680131201488096,연구원(R&D)
2.7860969768423685,3.1933177654870306,4.266019478324898,5.0,3.2089167966481136,2.546132094920117,연구원(R&D)
2.0419708103482686,4.518259431670488,4.527424890017971,5.0,3.2524763696974266,2.8259185823474127,연구원(R&D)
3.277362172806742,2.1413414372897392,4.804832810754849,3.649966168179658,2.906030637731707,2.145025375214236,연구원(R&D)
2.7377374643047423,3.3576408441449836,5.0,5.0,3.6188247616517057,3.666119025547034,연구원(R&D)
2.15836513205163,1.0,4.971446744895114,5.0,3.124292134032672,2.323524804621164,연구원(R&D)
2.7762102150905488,2.8551313436050805,4.990509059157184,5.0,2.911902148894117,2.3938847488814807,연구원(R&D)
3.6470325500821925,2.971233960950275,4.994654953633386,4.68452292927948,2.504655320978356,2.6265988158937232,연구원(R&D)
2.2122924559137562,1.8614184197544925,4.564326919684549,5.0,2.695905586422759,2.256856534046727,연구원(R&D)
1.869434664441131,3.927777169159948,4.703289041506282,4.700310173920956,3.440510607673,2.8251124667221856,연구원(R&D)
3.0901109071240054,4.481944215656244,4.5008590982807695,5.0,2.2887850198224893,3.063414919287561,연구원(R&D)
3.6654888821115916,3.097773704277353,5.0,4.605070711930007,2.828515711685033,3.904382704752359,연구원(R&D)
4.6042539880857,4.445479605936098,5.0,4.129247457573465,1.6051444428803687,2.7526822417839867,연구원(R&D)
2.8334261465788178,2.8504760554579125,5.0,5.0,2.87214935916111,3.54763790849484,연구원(R&D)
3.733394972764132,3.579838419271314,4.284843281183679,5.0,1.8192466147172686,1.8131666179088435,연구원(R&D)
2.590607790504307,1.6618155018291014,5.0,4.170633903338559,3.155382440064434,3.1505652817824346,연구원(R&D)
1.0,3.739179830077677,4.055376408177823,4.521374025774442,3.8639625162900884,3.875630409360933,연구원(R&D)
2.88661223835325,3.2266780462064384,4.073000464096396,5.0,3.846011017772673,2.519625398550441,연구원(R&D)
1.7522009697910255,2.3214794594482218,5.0,5.0,4.7193585680006995,3.7019556725879217,연구원(R&D)
2.492981995708391,2.3126000450795954,5.0,5.0,2.5574982125148193,2.3834657990174652,연구원(R&D)
2.2302959589027553,1.6102633163102709,4.318878697229518,4.8088198236355515,4.396455103155096,2.2824662314783475,연구원(R&D)
4.002118395798295,4.319666672876538,5.0,5.0,2.4881751488178634,2.818952746375654,연구원(R&D)
1.0902657650265222,1.6466274104108676,5.0,3.4375559142789673,2.0223555714950545,4.268289976307341,연구원(R&D)
3.2711050606185847,2.475764380790727,5.0,4.5672005650414516,3.312617088815206,3.429785586908315,연구원(R&D)
3.2565510955268238,3.9007205141382055,5.0,4.033784972832339,3.6021348984710215,3.679848963603999,연구원(R&D)
3.0158975490361195,2.6398462144122528,4.473340306060296,5.0,1.5684490771889512,2.8657965614373775,연구원(R&D)
3.3743635494862443,3.9200399023749135,5.0,4.622994790396861,2.858438052735913,3.3964405299824225,연구원(R&D)
4.427112415471711,1.398182434943596,5.0,5.0,3.7844311111583475,2.862158097034154,연구원(R&D)
2.414280888999626,2.704120941998942,3.793237545920613,5.0,4.0871413580369875,3.0930895764628654,연구원(R&D)
3.576067046630115,2.5796180094928287,5.0,4.9376543761892595,3.1024594962672802,3.026844008688257,연구원(R&D)
2.654852135709026,2.6720985316243206,4.5087156307605785,4.325970914840103,2.485735498154872,2.6796963158947937,연구원(R&D)
2.4205069321147197,2.4561389139008787,4.725671043391566,3.9422838834457012,3.2266352929238487,3.7182480624478966,연구원(R&D)
3.8818101853812177,2.0863096259980285,5.0,5.0,2.917055591726145,3.0943837809867345,연구원(R&D)
2.7243082303378316,3.439274285416943,5.0,3.662747040847826,3.06286654010125,3.1307996776188554,연구원(R&D)
2.3789516534660406,3.197462789089088,4.729922115574296,5.0,2.6778985616953443,2.5998959809923194,연구원(R&D)
2.7346773144954875,2.9576568467219873,4.1539997131206094,5.0,4.286016988685892,4.416238023898979,연구원(R&D)
2.0916647993543,4.2695368426466445,4.027115965659529,5.0,1.8940377030642888,4.7173399719929625,연구원(R&D)
3.4833111482633994,2.4090085818485236,5.0,4.2707259016523675,2.8833749758434406,3.281158801413531,연구원(R&D)
1.9567190712459412,2.4929915490174817,3.963530518015619,4.530176854946758,2.8351617001313882,2.4698832285722925,연구원(R&D)
2.874461895595803,1.9721780358963679,5.0,3.7190078388622836,3.1121887998144695,1.0317807245828066,연구원(R&D)
3.6490310197894833,3.8256750048313255,4.816595075174763,4.423092256050337,3.0167638563733092,3.7744824728459374,연구원(R&D)
3.0633432568412586,3.6341385121039895,4.350387256277122,4.742668542324594,2.774214077963227,1.2738731678239787,연구원(R&D)
2.8808657565499676,2.5672000053821638,3.367880048354407,5.0,3.6717264614546847,3.077289800878643,연구원(R&D)
2.8645409954564798,3.884474417584027,4.740901986791744,4.657641583734728,3.4104783819402833,3.3431711588680884,연구원(R&D)
3.3071164353640947,2.775077532271693,4.493323131223406,4.156920033821308,3.2850946422723477,3.2243621701951213,연구원(R&D)
2.660836467431464,2.854394188213995,5.0,5.0,3.5431801689180045,3.474634335249824,연구원(R&D)
2.177089154580223,3.3649728541978967,5.0,4.863832587045962,3.501704286678244,2.8408725431274138,연구원(R&D)
2.2811058582859656,3.0833153925512145,5.0,5.0,3.5081776003207668,2.228770311820616,연구원(R&D)
2.5418378854058017,3.560479320666257,4.9860019354500125,5.0,2.2415477994492026,2.4835526365485556,연구원(R&D)
2.543369373367429,2.5945049043049515,4.359882786218223,3.5677350763404783,2.1412052285026504,3.0582096965780536,연구원(R&D)
3.5772707832891033,3.0653090645707293,5.0,3.9992242843774433,4.3381127056192295,2.745047732199756,연구원(R&D)
3.276832899381546,3.007938702956616,5.0,3.6685736278262233,3.472540042323729,2.8982879022065124,연구원(R&D)
3.581924020503046,2.8699273391364972,5.0,4.66951440885345,3.0698478552460395,2.75658712367587,연구원(R&D)
2.5340281404301437,3.4343189073045854,4.831191558042609,5.0,3.7148085543293967,3.8125689973254824,연구원(R&D)
2.852820720402151,2.3548602224332806,4.547307368391058,4.144387249174466,2.6884759389022204,4.63276656158695,연구원(R&D)
3.3412463128211547,3.4827570060350688,5.0,5.0,2.440150628076056,1.9205607562340168,연구원(R&D)
3.256182882701294,3.461065743948887,3.9485333103085116,4.732265119495522,2.620798108217483,4.078272211805228,연구원(R&D)
3.5409406830909416,2.8053728159792235,5.0,4.162032109031273,2.644668920365757,4.321463039212168,연구원(R&D)
2.7856073671660737,2.6500079039066735,4.064001013560079,5.0,3.3628642053324946,3.2658191730282655,연구원(R&D)
3.1104379954238532,2.820195180600259,3.1256182680500944,4.781923943412277,2.5934201505858097,3.555127764421453,연구원(R&D)
2.6378620334227265,3.9700329339806992,5.0,5.0,2.8892155365916805,2.806886210506015,연구원(R&D)
2.9002275292047934,3.032859974906836,4.6786948395325405,4.696162444862241,2.8047938884002557,3.0211860184644705,연구원(R&D)
3.553840032117516,2.099247590593478,5.0,5.0,1.9903770453559833,2.0453295152562823,연구원(R&D)
3.666951651001967,2.0169264343578304,5.0,5.0,2.4705962039437064,2.470321467454128,연구원(R&D)
4.499980241073233,3.0019338818420764,5.0,5.0,3.6637098828111907,3.6536364017376783,연구원(R&D)
2.486241382984858,3.8862129946394526,5.0,4.589728475958823,3.7195404849775624,2.88781643911858,연구원(R&D)
3.5725112103823844,3.519082250492583,5.0,5.0,2.7635690151106123,3.5279622494042453,연구원(R&D)
4.018242611643861,3.1188925491850648,5.0,4.120199000306432,2.07591051088602,4.205947111472174,연구원(R&D)
2.497155404283303,2.4231482969472,4.444600557518164,5.0,3.196940102617957,2.0345407542161693,연구원(R&D)
2.985059519814804,4.0652814743981205,5.0,5.0,2.4347151072721944,2.5251093175829666,연구원(R&D)
2.0811299676048,2.8735154321246124,5.0,5.0,1.7681529828368814,2.8451523093648188,연구원(R&D)
3.578995680135549,3.9262559200309943,5.0,4.40334103469158,3.157608629490633,3.449424818144882,연구원(R&D)
2.465854278797803,2.687937785282341,5.0,5.0,4.249148301600704,3.43727274373201,연구원(R&D)
1.7242621537715328,3.9452859751440204,4.737921439041331,5.0,3.3759706170229498,3.677832646275025,연구원(R&D)
2.5978618512205593,2.990725993006169,5.0,3.926374743813913,3.492578333559609,3.093451736177738,연구원(R&D)
1.8756088218829283,2.760766918645056,3.575135182033828,5.0,3.8097610897103173,3.0335830486312694,연구원(R&D)
2.5261573094307277,2.839225967591769,5.0,4.230443089848345,3.1762867745021084,3.6241056610128033,연구원(R&D)
3.3392627277266422,3.695261200046732,4.466274754045916,5.0,1.355571743698354,1.2557431963133538,연구원(R&D)
2.3584504857163364,3.3291390063506814,4.669033826741257,4.0885147674367435,3.3109377940615503,2.0458888820112833,연구원(R&D)
2.4429071217717833,3.6626001673764,5.0,5.0,3.8841499197372,3.611107120641643,연구원(R&D)
2.5761661697593445,2.686915249831164,5.0,5.0,2.6356436246144384,1.8844361266361627,연구원(R&D)
2.4861690772630807,3.4989432483955536,5.0,5.0,2.497646026120976,2.684678251499859,연구원(R&D)
2.737909556487818,3.1190502744108928,4.936005919238833,4.4522767648363,4.511943948251375,2.9227342647038297,연구원(R&D)
2.7025429241616417,2.4885848873067964,5.0,5.0,3.2641975414350077,3.0173639766771227,연구원(R&D)
2.1251632357485404,2.0334153272080995,4.577954772506895,4.739920246056541,3.494252036458302,2.5139346574881896,연구원(R&D)
2.787130413980099,3.577141968578403,5.0,4.795149938171235,3.2951849160499447,1.1280557549564851,연구원(R&D)
2.2524877535469248,2.6523176436543574,3.8741556469507517,4.465689071766304,3.3023367213683708,3.3463399932779985,연구원(R&D)
1.5542968974013636,3.035659399067529,4.453657853608776,4.462403989000238,2.164382199598269,2.6944525368724457,연구원(R&D)
3.157606133894267,1.6534522007531045,5.0,4.845182564996236,3.6235587265205744,3.145485341702039,연구원(R&D)
3.7577118505123592,2.759833796981466,5.0,4.4567071120143815,3.4924383114124202,2.956275548222588,연구원(R&D)
2.9382777550427326,2.230457353241004,4.0846004921756185,5.0,3.488502893278199,2.892007421367134,연구원(R&D)
2.547738722524786,2.7449911314837787,4.376067397560899,5.0,2.473065304012264,3.8025365196613388,연구원(R&D)
2.5415598465946196,3.753164292403159,5.0,4.360357060255746,2.6059523569002088,2.0814007983613707,연구원(R&D)
3.268931661247567,4.152983371080221,4.853801735781797,5.0,3.9383894702764435,3.161176616478527,연구원(R&D)
2.5427225099022612,3.7859299425447963,5.0,4.237603646131849,4.253033855157765,2.637135354194274,연구원(R&D)
2.2038763722185832,4.213261379800551,4.869984436971301,4.323548322131882,2.8642945718410058,2.659985913334304,연구원(R&D)
3.354189849550608,3.111336985735101,5.0,3.7750418225999853,4.462274385365284,1.7326503403196127,연구원(R&D)
2.660422963481184,4.02669286087594,3.2668046497212533,4.389099142681448,2.7484073643450038,2.6612691625124905,연구원(R&D)
2.848783242925609,3.565567964187835,4.304583840284975,5.0,2.257123240953697,2.562571367501342,연구원(R&D)
2.3752036855285623,2.958274917680168,5.0,4.736528293555118,3.3947758713151335,2.199084542790646,연구원(R&D)
2.2176287529255547,1.9754236432180747,5.0,4.771663067892953,4.481142203281063,3.534228909061766,연구원(R&D)
3.3804056215943605,3.915574448746498,4.412036920410311,4.706705240959334,4.818491246255053,2.191242084495094,연구원(R&D)
4.010895857267855,2.257006089827958,4.687130028243065,4.344660833758953,3.696141178490351,3.339208714782882,연구원(R&D)
3.6366936828872474,2.881215509730803,5.0,5.0,2.8256958208020855,3.12762792625864,연구원(R&D)
2.458149901408678,2.846487125076335,5.0,4.667711518826423,3.2864957137268123,2.9646642483262604,연구원(R&D)
2.7847655268408213,4.153898956010674,5.0,5.0,2.8545672553046866,2.5752318651372916,연구원(R&D)
